Full Name,Weight,Matchup,Outcome,Method,Round,Time
Michael Johnson,WEIGHT: 155 lbs.,"Michael Johnson

Dustin Poirier",WIN,KO/TKO ,1,1:35
Michael Johnson,WEIGHT: 155 lbs.,"Michael Johnson

Nate Diaz",LOSS,U-DEC ,3,5:00
Michael Johnson,WEIGHT: 155 lbs.,"Michael Johnson

Beneil Dariush",LOSS,S-DEC,3,5:00
Michael Johnson,WEIGHT: 155 lbs.,"Michael Johnson

Edson Barboza",WIN,U-DEC,3,5:00
Michael Johnson,WEIGHT: 155 lbs.,"Michael Johnson

Melvin Guillard",WIN,U-DEC,3,5:00
Michael Johnson,WEIGHT: 155 lbs.,"Michael Johnson

Gleison Tibau",WIN,KO/TKO,2,1:32
Michael Johnson,WEIGHT: 155 lbs.,"Michael Johnson

Joe Lauzon",WIN,U-DEC,3,5:00
Michael Johnson,WEIGHT: 155 lbs.,"Michael Johnson

Reza Madadi",LOSS,SUB,3,1:33
Michael Johnson,WEIGHT: 155 lbs.,"Michael Johnson

Myles Jury",LOSS,U-DEC,3,5:00
Michael Johnson,WEIGHT: 155 lbs.,"Michael Johnson

Danny Castillo",WIN,KO/TKO ,2,1:06
Michael Johnson,WEIGHT: 155 lbs.,"Michael Johnson

Tony Ferguson",WIN,U-DEC,3,5:00
Michael Johnson,WEIGHT: 155 lbs.,"Michael Johnson

Shane Roller",WIN,U-DEC,3,5:00
Michael Johnson,WEIGHT: 155 lbs.,"Michael Johnson

Paul Sass",LOSS,SUB,1,3:00
Michael Johnson,WEIGHT: 155 lbs.,"Michael Johnson

Edward Faaloloto",WIN,KO/TKO,1,4:42
Michael Johnson,WEIGHT: 155 lbs.,"Michael Johnson

Jonathan Brookins",LOSS,U-DEC,3,5:00
Deshaun Johnson,WEIGHT: 167 lbs.,,,,,
Deshaun Johnson,WEIGHT: 167 lbs.,"Deshaun Johnson

Yves Edwards",LOSS,U-DEC,3,5:00
Kajan Johnson,WEIGHT: 155 lbs.,,,,,
Kajan Johnson,WEIGHT: 155 lbs.,"Kajan Johnson

Rustam Khabilov",LOSS,S-DEC,3,5:00
Kajan Johnson,WEIGHT: 155 lbs.,"Kajan Johnson

Islam Makhachev",LOSS,SUB,1,4:43
Kajan Johnson,WEIGHT: 155 lbs.,"Kajan Johnson

Stevie Ray",WIN,S-DEC,3,5:00
Kajan Johnson,WEIGHT: 155 lbs.,"Kajan Johnson

Adriano Martins",WIN,KO/TKO,3,0:49
Kajan Johnson,WEIGHT: 155 lbs.,"Kajan Johnson

Naoyuki Kotani",WIN,U-DEC,3,5:00
Kajan Johnson,WEIGHT: 155 lbs.,"Kajan Johnson

Zhang Lipeng",WIN,U-DEC,3,5:00
Kajan Johnson,WEIGHT: 155 lbs.,"Kajan Johnson

Tae Hyun Bang",LOSS,KO/TKO ,3,2:01
Dashon Johnson,WEIGHT: 145 lbs.,,,,,
Dashon Johnson,WEIGHT: 145 lbs.,"Dashon Johnson

Godofredo Pepey",LOSS,SUB,1,4:29
Dashon Johnson,WEIGHT: 145 lbs.,"Dashon Johnson

Jake Matthews",LOSS,SUB,3,3:16
Timothy Johnson,WEIGHT: 265 lbs.,,,,,
Timothy Johnson,WEIGHT: 265 lbs.,"Timothy Johnson

Marcelo Golm",WIN,U-DEC,3,5:00
Timothy Johnson,WEIGHT: 265 lbs.,"Timothy Johnson

Junior Albini",LOSS,KO/TKO,1,2:51
Timothy Johnson,WEIGHT: 265 lbs.,"Timothy Johnson

Daniel Omielanczuk",WIN,S-DEC,3,5:00
Timothy Johnson,WEIGHT: 265 lbs.,"Timothy Johnson

Alexander Volkov",LOSS,S-DEC,3,5:00
Timothy Johnson,WEIGHT: 265 lbs.,"Timothy Johnson

Marcin Tybura",WIN,U-DEC,3,5:00
Timothy Johnson,WEIGHT: 265 lbs.,"Timothy Johnson

Jared Rosholt",LOSS,U-DEC,3,5:00
Timothy Johnson,WEIGHT: 265 lbs.,"Timothy Johnson

Shamil Abdurakhimov",WIN,KO/TKO ,1,4:57
Tony Johnson,WEIGHT: 265 lbs.,,,,,
Jordan Johnson,WEIGHT: 205 lbs.,,,,,
Jordan Johnson,WEIGHT: 205 lbs.,"Jordan Johnson

Adam Yandiev",WIN,SUB,2,0:42
Jordan Johnson,WEIGHT: 205 lbs.,"Jordan Johnson

Adam Milstead",WIN,S-DEC,3,5:00
Jordan Johnson,WEIGHT: 205 lbs.,"Jordan Johnson

Marcel Fortuna",WIN,U-DEC,3,5:00
Jordan Johnson,WEIGHT: 205 lbs.,"Jordan Johnson

Henrique da Silva",WIN,U-DEC,3,5:00
Taylor Johnson,WEIGHT: 185 lbs.,,,,,
Taylor Johnson,WEIGHT: 185 lbs.,"Taylor Johnson

Andre Muniz",LOSS,SUB,1,1:46
Chad Johnson,WEIGHT: 230 lbs.,,,,,
Chad Johnson,WEIGHT: 230 lbs.,"Chad Johnson

Josh Parisian",LOSS,KO/TKO,1,3:43
Jose Johnson,WEIGHT: 135 lbs.,,,,,
Jose Johnson,WEIGHT: 135 lbs.,"Jose Johnson

Jack Cartwright",WIN,U-DEC,3,5:00
Jose Johnson,WEIGHT: 135 lbs.,"Jose Johnson

Ronnie Lawrence",LOSS,U-DEC,3,5:00
Charles Johnson,WEIGHT: 125 lbs.,,,,,
Charles Johnson,WEIGHT: 125 lbs.,"Charles Johnson

Cody Durden",NEXT,,,
Charles Johnson,WEIGHT: 125 lbs.,"Charles Johnson

Ode Osbourne",LOSS,S-DEC,3,5:00
Charles Johnson,WEIGHT: 125 lbs.,"Charles Johnson

Jimmy Flick",WIN,KO/TKO,1,4:33
Charles Johnson,WEIGHT: 125 lbs.,"Charles Johnson

Zhalgas Zhumagulov",WIN,S-DEC,3,5:00
Charles Johnson,WEIGHT: 125 lbs.,"Charles Johnson

Muhammad Mokaev",LOSS,U-DEC,3,5:00
Brian Johnston,WEIGHT: 230 lbs.,,,,,
Brian Johnston,WEIGHT: 230 lbs.,"Brian Johnston

Dan Bobish",LOSS,SUB,1,2:10
Brian Johnston,WEIGHT: 230 lbs.,"Brian Johnston

Ken Shamrock",LOSS,SUB,1,5:48
Brian Johnston,WEIGHT: 230 lbs.,"Brian Johnston

Mark Coleman",LOSS,KO/TKO,1,2:20
Brian Johnston,WEIGHT: 230 lbs.,"Brian Johnston

Reza Nasri",WIN,KO/TKO,1,0:28
Brian Johnston,WEIGHT: 230 lbs.,"Brian Johnston

Don Frye",LOSS,KO/TKO,1,4:37
Brian Johnston,WEIGHT: 230 lbs.,"Brian Johnston

Scott Fiedler",WIN,KO/TKO,1,2:25
Liana Jojua,WEIGHT: 125 lbs.,,,,,
Liana Jojua,WEIGHT: 125 lbs.,"Liana Jojua

Cortney Casey",LOSS,U-DEC,3,5:00
Liana Jojua,WEIGHT: 125 lbs.,"Liana Jojua

Miranda Maverick",LOSS,KO/TKO,1,5:00
Liana Jojua,WEIGHT: 125 lbs.,"Liana Jojua

Diana Belbita",WIN,SUB,1,2:43
Liana Jojua,WEIGHT: 125 lbs.,"Liana Jojua

Sarah Moras",LOSS,KO/TKO,3,2:26
Daniel Jolly,WEIGHT: 205 lbs.,,,,,
Daniel Jolly,WEIGHT: 205 lbs.,"Daniel Jolly

Alonzo Menifield",LOSS,KO/TKO,1,5:00
Daniel Jolly,WEIGHT: 205 lbs.,"Daniel Jolly

Khalil Rountree Jr.",LOSS,KO/TKO,1,0:52
Daniel Jolly,WEIGHT: 205 lbs.,"Daniel Jolly

Misha Cirkunov",LOSS,KO/TKO,1,4:45
Paul Jones,WEIGHT: 199 lbs.,,,,,
Paul Jones,WEIGHT: 199 lbs.,"Paul Jones

Chuck Liddell",LOSS,KO/TKO,1,3:53
Paul Jones,WEIGHT: 199 lbs.,"Paul Jones

Flavio Luiz Moura",WIN,SUB,1,4:20
Jon Jones,WEIGHT: 205 lbs.,,,,,
Jon Jones,WEIGHT: 205 lbs.,"Jon Jones

Ciryl Gane",WIN,SUB ,1,2:04
Jon Jones,WEIGHT: 205 lbs.,"Jon Jones

Dominick Reyes",WIN,U-DEC,5,5:00
Jon Jones,WEIGHT: 205 lbs.,"Jon Jones

Thiago Santos",WIN,S-DEC,5,5:00
Jon Jones,WEIGHT: 205 lbs.,"Jon Jones

Anthony Smith",WIN,U-DEC,5,5:00
Jon Jones,WEIGHT: 205 lbs.,"Jon Jones

Alexander Gustafsson",WIN,KO/TKO,3,2:02
Jon Jones,WEIGHT: 205 lbs.,"Jon Jones

Daniel Cormier",NC,Overturned ,3,3:01
Jon Jones,WEIGHT: 205 lbs.,"Jon Jones

Ovince Saint Preux",WIN,U-DEC,5,5:00
Jon Jones,WEIGHT: 205 lbs.,"Jon Jones

Daniel Cormier",WIN,U-DEC ,5,5:00
Jon Jones,WEIGHT: 205 lbs.,"Jon Jones

Glover Teixeira",WIN,U-DEC,5,5:00
Jon Jones,WEIGHT: 205 lbs.,"Jon Jones

Alexander Gustafsson",WIN,U-DEC ,5,5:00
Jon Jones,WEIGHT: 205 lbs.,"Jon Jones

Chael Sonnen",WIN,KO/TKO,1,4:33
Jon Jones,WEIGHT: 205 lbs.,"Jon Jones

Vitor Belfort",WIN,SUB ,4,0:54
Jon Jones,WEIGHT: 205 lbs.,"Jon Jones

Rashad Evans",WIN,U-DEC,5,5:00
Jon Jones,WEIGHT: 205 lbs.,"Jon Jones

Lyoto Machida",WIN,SUB ,2,4:26
Jon Jones,WEIGHT: 205 lbs.,"Jon Jones

Quinton Jackson",WIN,SUB ,4,1:14
Jon Jones,WEIGHT: 205 lbs.,"Jon Jones

Mauricio Rua",WIN,KO/TKO,3,2:37
Jon Jones,WEIGHT: 205 lbs.,"Jon Jones

Ryan Bader",WIN,SUB ,2,4:20
Jon Jones,WEIGHT: 205 lbs.,"Jon Jones

Vladimir Matyushenko",WIN,KO/TKO,1,1:52
Jon Jones,WEIGHT: 205 lbs.,"Jon Jones

Brandon Vera",WIN,KO/TKO ,1,3:19
Jon Jones,WEIGHT: 205 lbs.,"Jon Jones

Matt Hamill",LOSS,DQ,1,4:14
Jon Jones,WEIGHT: 205 lbs.,"Jon Jones

Jake O'Brien",WIN,SUB,2,2:43
Jon Jones,WEIGHT: 205 lbs.,"Jon Jones

Stephan Bonnar",WIN,U-DEC,3,5:00
Jon Jones,WEIGHT: 205 lbs.,"Jon Jones

Andre Gusmao",WIN,U-DEC,3,5:00
Nathan Jones,WEIGHT: 345 lbs.,,,,,
Nathan Jones,WEIGHT: 345 lbs.,"Nathan Jones

Koji Kitao",LOSS,SUB,1,2:14
Marcus Jones,WEIGHT: 265 lbs.,,,,,
Marcus Jones,WEIGHT: 265 lbs.,"Marcus Jones

Matt Mitrione",LOSS,KO/TKO,2,0:10
Carlton Jones,WEIGHT: 225 lbs.,,,,,
Carlton Jones,WEIGHT: 225 lbs.,"Carlton Jones

Mike Cook",LOSS,KO/TKO,2,2:03
Carlton Jones,WEIGHT: 225 lbs.,"Carlton Jones

Glover Teixeira",LOSS,KO/TKO,1,1:57
Carlton Jones,WEIGHT: 225 lbs.,"Carlton Jones

Shane Carwin",LOSS,KO/TKO,1,2:11
Jesse Jones,WEIGHT: 170 lbs.,,,,,
Jesse Jones,WEIGHT: 170 lbs.,"Jesse Jones

Cyrillo Padilha",LOSS,U-DEC,3,3:00
Jesse Jones,WEIGHT: 170 lbs.,"Jesse Jones

Jesse Gillespie",WIN,KO/TKO,1,0:35
Jesse Jones,WEIGHT: 170 lbs.,"Jesse Jones

Anthony Alves",WIN,KO/TKO,1,2:01
Tito Jones,WEIGHT: 145 lbs.,,,,,
Tito Jones,WEIGHT: 145 lbs.,"Tito Jones

Bao Quach",LOSS,U-DEC,3,5:00
Roy Jones,WEIGHT: 205 lbs.,,,,,
Roy Jones,WEIGHT: 205 lbs.,"Roy Jones

Derrick Mehmen",LOSS,U-DEC,3,5:00
Justin Jones,WEIGHT: 185 lbs.,,,,,
Justin Jones,WEIGHT: 185 lbs.,"Justin Jones

Ron Stallings",LOSS,U-DEC,3,5:00
Justin Jones,WEIGHT: 185 lbs.,"Justin Jones

Corey Anderson",LOSS,U-DEC,3,5:00
Ben Jones,WEIGHT: 185 lbs.,,,,,
Victor Jones,WEIGHT: 145 lbs.,,,,,
Chris Jones,WEIGHT: 149 lbs.,,,,,
Roshaun Jones,WEIGHT: 135 lbs.,,,,,
Jamelle Jones,WEIGHT: 205 lbs.,,,,,
Jamelle Jones,WEIGHT: 205 lbs.,"Jamelle Jones

Mike Rodriguez",LOSS,KO/TKO,1,2:15
Antonio Jones,WEIGHT: 185 lbs.,,,,,
Antonio Jones,WEIGHT: 185 lbs.,"Antonio Jones

Edmen Shahbazyan",LOSS,KO/TKO,1,0:40
Trevin Jones,WEIGHT: 135 lbs.,,,,,
Trevin Jones,WEIGHT: 135 lbs.,"Trevin Jones

Cody Garbrandt",LOSS,U-DEC,3,5:00
Trevin Jones,WEIGHT: 135 lbs.,"Trevin Jones

Raoni Barcelos",LOSS,U-DEC,3,5:00
Trevin Jones,WEIGHT: 135 lbs.,"Trevin Jones

Javid Basharat",LOSS,U-DEC,3,5:00
Trevin Jones,WEIGHT: 135 lbs.,"Trevin Jones

Saidyokub Kakhramonov",LOSS,SUB,3,4:39
Trevin Jones,WEIGHT: 135 lbs.,"Trevin Jones

Mario Bautista",WIN,KO/TKO,2,0:47
Trevin Jones,WEIGHT: 135 lbs.,"Trevin Jones

Timur Valiev",NC,Overturned ,2,1:59
Mason Jones,WEIGHT: 155 lbs.,,,,,
Mason Jones,WEIGHT: 155 lbs.,"Mason Jones

Ludovit Klein",LOSS,U-DEC,3,5:00
Mason Jones,WEIGHT: 155 lbs.,"Mason Jones

David Onama",WIN,U-DEC,3,5:00
Mason Jones,WEIGHT: 155 lbs.,"Mason Jones

Alan Patrick",NC,CNC,2,2:14
Mason Jones,WEIGHT: 155 lbs.,"Mason Jones

Mike Davis",LOSS,U-DEC ,3,5:00
Jocelyn Jones-Lybarger,WEIGHT: 115 lbs.,,,,,
Jocelyn Jones-Lybarger,WEIGHT: 115 lbs.,"Jocelyn Jones-Lybarger

Nina Nunes",LOSS,SUB,3,3:39
Jocelyn Jones-Lybarger,WEIGHT: 115 lbs.,"Jocelyn Jones-Lybarger

Randa Markos",LOSS,U-DEC,3,5:00
Jocelyn Jones-Lybarger,WEIGHT: 115 lbs.,"Jocelyn Jones-Lybarger

Tecia Torres",LOSS,U-DEC,3,5:00
Kevin Jordan,WEIGHT: 245 lbs.,,,,,
Kevin Jordan,WEIGHT: 245 lbs.,"Kevin Jordan

Ray Sefo",LOSS,SUB,2,0:24
Kevin Jordan,WEIGHT: 245 lbs.,"Kevin Jordan

Gabriel Gonzaga",LOSS,KO/TKO,3,4:39
Kevin Jordan,WEIGHT: 245 lbs.,"Kevin Jordan

Paul Buentello",LOSS,SUB,1,4:00
Joe Jordan,WEIGHT: 155 lbs.,,,,,
Joe Jordan,WEIGHT: 155 lbs.,"Joe Jordan

Hermes Franca",LOSS,SUB,3,0:47
Shawn Jordan,WEIGHT: 260 lbs.,,,,,
Shawn Jordan,WEIGHT: 260 lbs.,"Shawn Jordan

Ruslan Magomedov",LOSS,U-DEC,3,5:00
Shawn Jordan,WEIGHT: 260 lbs.,"Shawn Jordan

Derrick Lewis",WIN,KO/TKO ,2,0:48
Shawn Jordan,WEIGHT: 260 lbs.,"Shawn Jordan

Jared Cannonier",WIN,KO/TKO ,1,2:57
Shawn Jordan,WEIGHT: 260 lbs.,"Shawn Jordan

Jack May",WIN,KO/TKO,3,2:03
Shawn Jordan,WEIGHT: 260 lbs.,"Shawn Jordan

Matt Mitrione",LOSS,KO/TKO,1,4:59
Shawn Jordan,WEIGHT: 260 lbs.,"Shawn Jordan

Gabriel Gonzaga",LOSS,KO/TKO,1,1:33
Shawn Jordan,WEIGHT: 260 lbs.,"Shawn Jordan

Pat Barry",WIN,KO/TKO ,1,0:59
Shawn Jordan,WEIGHT: 260 lbs.,"Shawn Jordan

Mike Russow",WIN,KO/TKO,2,3:48
Shawn Jordan,WEIGHT: 260 lbs.,"Shawn Jordan

Cheick Kongo",LOSS,U-DEC,3,5:00
Shawn Jordan,WEIGHT: 260 lbs.,"Shawn Jordan

Oli Thompson",WIN,KO/TKO,2,3:53
Shawn Jordan,WEIGHT: 260 lbs.,"Shawn Jordan

Lavar Johnson",WIN,SUB,2,3:08
Shawn Jordan,WEIGHT: 260 lbs.,"Shawn Jordan

Devin Cole",LOSS,U-DEC,3,5:00
Ivan Jorge,WEIGHT: 155 lbs.,,,,,
Ivan Jorge,WEIGHT: 155 lbs.,"Ivan Jorge

Joe Duffy",LOSS,SUB,1,3:05
Ivan Jorge,WEIGHT: 155 lbs.,"Ivan Jorge

Josh Shockley",WIN,U-DEC,3,5:00
Ivan Jorge,WEIGHT: 155 lbs.,"Ivan Jorge

Rodrigo Damm",LOSS,U-DEC,3,5:00
Ivan Jorge,WEIGHT: 155 lbs.,"Ivan Jorge

Keith Wisniewski",WIN,U-DEC,3,5:00
Scott Jorgensen,WEIGHT: 135 lbs.,,,,,
Scott Jorgensen,WEIGHT: 135 lbs.,"Scott Jorgensen

Alejandro Perez",LOSS,KO/TKO,2,4:26
Scott Jorgensen,WEIGHT: 135 lbs.,"Scott Jorgensen

Manvel Gamburyan",LOSS,U-DEC,3,5:00
Scott Jorgensen,WEIGHT: 135 lbs.,"Scott Jorgensen

Wilson Reis",LOSS,SUB,1,3:28
Scott Jorgensen,WEIGHT: 135 lbs.,"Scott Jorgensen

Danny Martinez",WIN,U-DEC ,3,5:00
Scott Jorgensen,WEIGHT: 135 lbs.,"Scott Jorgensen

Jussier Formiga",LOSS,SUB,1,3:07
Scott Jorgensen,WEIGHT: 135 lbs.,"Scott Jorgensen

Zach Makovsky",LOSS,U-DEC,3,5:00
Scott Jorgensen,WEIGHT: 135 lbs.,"Scott Jorgensen

Urijah Faber",LOSS,SUB,4,3:16
Scott Jorgensen,WEIGHT: 135 lbs.,"Scott Jorgensen

John Albert",WIN,SUB ,1,4:59
Scott Jorgensen,WEIGHT: 135 lbs.,"Scott Jorgensen

Eddie Wineland",LOSS,KO/TKO ,2,4:10
Scott Jorgensen,WEIGHT: 135 lbs.,"Scott Jorgensen

Renan Barao",LOSS,U-DEC,3,5:00
Scott Jorgensen,WEIGHT: 135 lbs.,"Scott Jorgensen

Jeff Curran",WIN,U-DEC,3,5:00
Scott Jorgensen,WEIGHT: 135 lbs.,"Scott Jorgensen

Ken Stone",WIN,KO/TKO,1,4:01
Scott Jorgensen,WEIGHT: 135 lbs.,"Scott Jorgensen

Dominick Cruz",LOSS,U-DEC,5,5:00
Scott Jorgensen,WEIGHT: 135 lbs.,"Scott Jorgensen

Brad Pickett",WIN,U-DEC ,3,5:00
Scott Jorgensen,WEIGHT: 135 lbs.,"Scott Jorgensen

Antonio Banuelos",WIN,U-DEC,3,5:00
Scott Jorgensen,WEIGHT: 135 lbs.,"Scott Jorgensen

Chad George",WIN,SUB,1,0:31
Scott Jorgensen,WEIGHT: 135 lbs.,"Scott Jorgensen

Takeya Mizugaki",WIN,U-DEC ,3,5:00
Scott Jorgensen,WEIGHT: 135 lbs.,"Scott Jorgensen

Noah Thomas",WIN,KO/TKO,1,3:13
Scott Jorgensen,WEIGHT: 135 lbs.,"Scott Jorgensen

Antonio Banuelos",LOSS,S-DEC,3,5:00
Scott Jorgensen,WEIGHT: 135 lbs.,"Scott Jorgensen

Frank Gomez",WIN,SUB,1,1:09
Scott Jorgensen,WEIGHT: 135 lbs.,"Scott Jorgensen

Kenji Osawa",WIN,U-DEC,3,5:00
Scott Jorgensen,WEIGHT: 135 lbs.,"Scott Jorgensen

Damacio Page",LOSS,U-DEC,3,5:00
Gareth Joseph,WEIGHT: 205 lbs.,,,,,
Gareth Joseph,WEIGHT: 205 lbs.,"Gareth Joseph

Yancy Medeiros",LOSS,KO/TKO,2,1:19
Dwight Joseph,WEIGHT: 135 lbs.,,,,,
Dwight Joseph,WEIGHT: 135 lbs.,"Dwight Joseph

Jay Perrin",WIN,U-DEC,3,5:00
Jeff Joslin,WEIGHT: 170 lbs.,,,,,
Jeff Joslin,WEIGHT: 170 lbs.,"Jeff Joslin

Josh Koscheck",LOSS,U-DEC,3,5:00
Jeff Joslin,WEIGHT: 170 lbs.,"Jeff Joslin

Jon Fitch",LOSS,S-DEC,3,5:00
Krzysztof Jotko,WEIGHT: 185 lbs.,,,,,
Krzysztof Jotko,WEIGHT: 185 lbs.,"Krzysztof Jotko

Brendan Allen",LOSS,SUB,1,4:17
Krzysztof Jotko,WEIGHT: 185 lbs.,"Krzysztof Jotko

Gerald Meerschaert",WIN,U-DEC,3,5:00
Krzysztof Jotko,WEIGHT: 185 lbs.,"Krzysztof Jotko

Misha Cirkunov",WIN,S-DEC,3,5:00
Krzysztof Jotko,WEIGHT: 185 lbs.,"Krzysztof Jotko

Sean Strickland",LOSS,U-DEC,3,5:00
Krzysztof Jotko,WEIGHT: 185 lbs.,"Krzysztof Jotko

Eryk Anders",WIN,U-DEC,3,5:00
Krzysztof Jotko,WEIGHT: 185 lbs.,"Krzysztof Jotko

Marc-Andre Barriault",WIN,S-DEC,3,5:00
Krzysztof Jotko,WEIGHT: 185 lbs.,"Krzysztof Jotko

Alen Amedovski",WIN,U-DEC,3,5:00
Krzysztof Jotko,WEIGHT: 185 lbs.,"Krzysztof Jotko

Brad Tavares",LOSS,KO/TKO,3,2:16
Krzysztof Jotko,WEIGHT: 185 lbs.,"Krzysztof Jotko

Uriah Hall",LOSS,KO/TKO,2,2:25
Krzysztof Jotko,WEIGHT: 185 lbs.,"Krzysztof Jotko

David Branch",LOSS,S-DEC,3,5:00
Krzysztof Jotko,WEIGHT: 185 lbs.,"Krzysztof Jotko

Thales Leites",WIN,U-DEC,3,5:00
Krzysztof Jotko,WEIGHT: 185 lbs.,"Krzysztof Jotko

Tamdan McCrory",WIN,KO/TKO ,1,0:59
Krzysztof Jotko,WEIGHT: 185 lbs.,"Krzysztof Jotko

Brad Scott",WIN,U-DEC,3,5:00
Krzysztof Jotko,WEIGHT: 185 lbs.,"Krzysztof Jotko

Scott Askham",WIN,S-DEC,3,5:00
Krzysztof Jotko,WEIGHT: 185 lbs.,"Krzysztof Jotko

Tor Troeng",WIN,U-DEC,3,5:00
Krzysztof Jotko,WEIGHT: 185 lbs.,"Krzysztof Jotko

Magnus Cedenblad",LOSS,SUB,2,4:59
Krzysztof Jotko,WEIGHT: 185 lbs.,"Krzysztof Jotko

Bruno Santos",WIN,U-DEC,3,5:00
Alan Jouban,WEIGHT: 170 lbs.,,,,,
Alan Jouban,WEIGHT: 170 lbs.,"Alan Jouban

Jared Gooden",WIN,U-DEC,3,5:00
Alan Jouban,WEIGHT: 170 lbs.,"Alan Jouban

Dwight Grant",LOSS,S-DEC,3,5:00
Alan Jouban,WEIGHT: 170 lbs.,"Alan Jouban

Ben Saunders",WIN,KO/TKO ,2,2:38
Alan Jouban,WEIGHT: 170 lbs.,"Alan Jouban

Niko Price",LOSS,KO/TKO,1,1:44
Alan Jouban,WEIGHT: 170 lbs.,"Alan Jouban

Gunnar Nelson",LOSS,SUB,2,0:46
Alan Jouban,WEIGHT: 170 lbs.,"Alan Jouban

Mike Perry",WIN,U-DEC,3,5:00
Alan Jouban,WEIGHT: 170 lbs.,"Alan Jouban

Belal Muhammad",WIN,U-DEC ,3,5:00
Alan Jouban,WEIGHT: 170 lbs.,"Alan Jouban

Brendan O'Reilly",WIN,KO/TKO,1,2:15
Alan Jouban,WEIGHT: 170 lbs.,"Alan Jouban

Albert Tumenov",LOSS,KO/TKO,1,2:55
Alan Jouban,WEIGHT: 170 lbs.,"Alan Jouban

Matt Dwyer",WIN,U-DEC ,3,5:00
Alan Jouban,WEIGHT: 170 lbs.,"Alan Jouban

Richard Walsh",WIN,KO/TKO,1,2:19
Alan Jouban,WEIGHT: 170 lbs.,"Alan Jouban

Warlley Alves",LOSS,U-DEC,3,5:00
Alan Jouban,WEIGHT: 170 lbs.,"Alan Jouban

Seth Baczynski",WIN,KO/TKO ,1,4:23
Charles Jourdain,WEIGHT: 145 lbs.,,,,,
Charles Jourdain,WEIGHT: 145 lbs.,"Charles Jourdain

Kron Gracie",NEXT,,,
Charles Jourdain,WEIGHT: 145 lbs.,"Charles Jourdain

Nathaniel Wood",LOSS,U-DEC,3,5:00
Charles Jourdain,WEIGHT: 145 lbs.,"Charles Jourdain

Shane Burgos",LOSS,M-DEC,3,5:00
Charles Jourdain,WEIGHT: 145 lbs.,"Charles Jourdain

Lando Vannata",WIN,SUB,1,2:32
Charles Jourdain,WEIGHT: 145 lbs.,"Charles Jourdain

Andre Ewell",WIN,U-DEC,3,5:00
Charles Jourdain,WEIGHT: 145 lbs.,"Charles Jourdain

Julian Erosa",LOSS,SUB,3,2:56
Charles Jourdain,WEIGHT: 145 lbs.,"Charles Jourdain

Marcelo Rojo",WIN,KO/TKO,3,4:31
Charles Jourdain,WEIGHT: 145 lbs.,"Charles Jourdain

Josh Culibao",DRAW,S-DEC,3,5:00
Charles Jourdain,WEIGHT: 145 lbs.,"Charles Jourdain

Andre Fili",LOSS,S-DEC,3,5:00
Charles Jourdain,WEIGHT: 145 lbs.,"Charles Jourdain

Dooho Choi",WIN,KO/TKO ,2,4:32
Charles Jourdain,WEIGHT: 145 lbs.,"Charles Jourdain

Desmond Green",LOSS,U-DEC,3,5:00
Mike Joy,WEIGHT: 155 lbs.,,,,,
Mike Joy,WEIGHT: 155 lbs.,"Mike Joy

Richard Crunkilton",LOSS,SUB,3,4:23
Mike Joy,WEIGHT: 155 lbs.,"Mike Joy

Robert Densley",WIN,SUB,1,4:58
Dustin Joynson,WEIGHT: 244 lbs.,,,,,
Dustin Joynson,WEIGHT: 244 lbs.,"Dustin Joynson

Ben Sosoli",NC,CNC,1,2:08
Tony Juarez,WEIGHT: 155 lbs.,,,,,
Tony Juarez,WEIGHT: 155 lbs.,"Tony Juarez

Nate Diaz",LOSS,KO/TKO,1,3:23
Jesse Juarez,WEIGHT: 170 lbs.,,,,,
Jesse Juarez,WEIGHT: 170 lbs.,"Jesse Juarez

Luke Stewart",LOSS,SUB,1,4:55
Anshul Jubli,WEIGHT: 155 lbs.,,,,,
Anshul Jubli,WEIGHT: 155 lbs.,"Anshul Jubli

Jeka Saragih",WIN,KO/TKO ,2,3:44
Anshul Jubli,WEIGHT: 155 lbs.,"Anshul Jubli

KyeungPyo Kim",WIN,S-DEC,3,5:00
Steve Judson,WEIGHT: 230 lbs.,,,,,
Steve Judson,WEIGHT: 230 lbs.,"Steve Judson

Tedd Williams",LOSS,KO/TKO,1,3:23
Steve Judson,WEIGHT: 230 lbs.,"Steve Judson

Brad Kohler",LOSS,KO/TKO,1,0:30
Luke Jumeau,WEIGHT: 170 lbs.,,,,,
Luke Jumeau,WEIGHT: 170 lbs.,"Luke Jumeau

Dhiego Lima",LOSS,S-DEC,3,5:00
Luke Jumeau,WEIGHT: 170 lbs.,"Luke Jumeau

Daichi Abe",WIN,U-DEC,3,5:00
Luke Jumeau,WEIGHT: 170 lbs.,"Luke Jumeau

Shinsho Anzai",LOSS,U-DEC,3,5:00
Luke Jumeau,WEIGHT: 170 lbs.,"Luke Jumeau

Dominique Steele",WIN,U-DEC,3,5:00
Bu-Kyung Jung,WEIGHT: 154 lbs.,,,,,
Bu-Kyung Jung,WEIGHT: 154 lbs.,"Bu-Kyung Jung

Daisuke Nakamura",LOSS,KO/TKO,2,1:05
Bu-Kyung Jung,WEIGHT: 154 lbs.,"Bu-Kyung Jung

Mitsuhiro Ishida",LOSS,U-DEC,2,5:00
Bu-Kyung Jung,WEIGHT: 154 lbs.,"Bu-Kyung Jung

Shinya Aoki",LOSS,U-DEC,2,5:00
