Full Name,Weight,Matchup,Outcome,Method,Round,Time,Method Summary,Match Summary,Predicted Match Summary
Eugene Jackson,185 lbs.,Mike Seal,WIN,KO/TKO,2.0,2:49,KO,Eugene Jackson KO Win,Eugene Jackson KO Win
Evan Dunham,155 lbs.,Melvin Guillard,LOSS,KO/TKO,1.0,2:58,KO,Melvin Guillard KO Win,Evan Dunham Decision Win
Evan Tanner,185 lbs.,David Loiseau,LOSS,KO/TKO,2.0,4:15,KO,David Loiseau KO Win,David Loiseau KO Win
Fabio Maldonado,205 lbs.,Hans Stringer,WIN,KO/TKO ,2.0,4:06,KO,Fabio Maldonado KO Win,Fabio Maldonado KO Win
Fabricio Werdum,231 lbs.,Roman Zentsov,WIN,SUB,1.0,4:01,Submission,Fabricio Werdum Submission Win,Fabricio Werdum Submission Win
Fedor Emelianenko,230 lbs.,Antonio Rodrigo Nogueira,NC,CNC,1.0,3:52,Submission,Antonio Rodrigo Nogueira Submission Win,Fedor Emelianenko KO Win
Felice Herrig,115 lbs.,Michelle Waterson-Gomez,LOSS,U-DEC,3.0,5:00,Decision,Michelle Waterson-Gomez Decision Win,Felice Herrig Decision Win
Felipe Arantes,135 lbs.,Erik Perez,LOSS,S-DEC,3.0,5:00,Decision,Erik Perez Decision Win,Erik Perez Decision Win
Forrest Griffin,205 lbs.,Quinton Jackson,WIN,U-DEC ,5.0,5:00,Decision,Forrest Griffin Decision Win,Quinton Jackson KO Win
Francis Ngannou,250 lbs.,Junior Dos Santos,WIN,KO/TKO ,1.0,1:11,KO,Francis Ngannou KO Win,Francis Ngannou KO Win
Francisco Rivera,135 lbs.,John Lineker,LOSS,SUB ,1.0,2:08,Submission,John Lineker Submission Win,John Lineker Decision Win
Francisco Trinaldo,170 lbs.,Leandro Silva,WIN,U-DEC,3.0,5:00,Decision,Francisco Trinaldo Decision Win,Francisco Trinaldo Decision Win
Frank Mir,264 lbs.,Brandon Vera,LOSS,KO/TKO,1.0,1:09,KO,Brandon Vera KO Win,Brandon Vera KO Win
Frank Shamrock,185 lbs.,Phil Baroni,WIN,SUB,2.0,4:15,Submission,Frank Shamrock Submission Win,Frank Shamrock Submission Win
Frank Trigg,170 lbs.,Falaniko Vitale,WIN,U-DEC,3.0,5:00,Decision,Frank Trigg Decision Win,Frank Trigg KO Win
Frankie Edgar,135 lbs.,Benson Henderson,LOSS,S-DEC,5.0,5:00,Decision,Benson Henderson Decision Win,Benson Henderson Decision Win
Frankie Saenz,135 lbs.,Henry Briones,WIN,U-DEC,3.0,5:00,Decision,Frankie Saenz Decision Win,Frankie Saenz Decision Win
Gabriel Benitez,155 lbs.,Billy Quarantillo,LOSS,KO/TKO ,3.0,3:40,KO,Billy Quarantillo KO Win,Billy Quarantillo KO Win
Gabriel Gonzaga,242 lbs.,Fabiano Scherner,WIN,KO/TKO,2.0,0:24,KO,Gabriel Gonzaga KO Win,Gabriel Gonzaga KO Win
Gary Goodridge,249 lbs.,Naoya Ogawa,LOSS,SUB,2.0,0:36,Submission,Naoya Ogawa Submission Win,Naoya Ogawa Submission Win
Gegard Mousasi,185 lbs.,Hiroshi Izumi,WIN,KO/TKO,1.0,3:29,KO,Gegard Mousasi KO Win,Gegard Mousasi KO Win
Geoff Neal,170 lbs.,Santiago Ponzinibbio,WIN,S-DEC,3.0,5:00,Decision,Geoff Neal Decision Win,Geoff Neal KO Win
George Roop,135 lbs.,Francisco Rivera,LOSS,KO/TKO,2.0,2:20,KO,Francisco Rivera KO Win,George Roop Decision Win
George Sotiropoulos,155 lbs.,Rafael Dos Anjos,LOSS,KO/TKO,1.0,0:59,KO,Rafael Dos Anjos KO Win,Rafael Dos Anjos Decision Win
Georges St-Pierre,185 lbs.,Thomas Denny,WIN,KO/TKO,2.0,4:45,KO,Georges St-Pierre KO Win,Georges St-Pierre KO Win
Gerald Meerschaert,185 lbs.,Khamzat Chimaev,LOSS,KO/TKO,1.0,0:17,KO,Khamzat Chimaev KO Win,Khamzat Chimaev Submission Win
Germaine de Randamie,135 lbs.,Aspen Ladd,WIN,KO/TKO,1.0,0:16,KO,Germaine de Randamie KO Win,Germaine de Randamie Decision Win
Gian Villante,230 lbs.,Keith Berry,WIN,U-DEC,3.0,5:00,Decision,Gian Villante Decision Win,Gian Villante KO Win
Gilbert Burns,170 lbs.,Stephen Thompson,WIN,U-DEC,3.0,5:00,Decision,Gilbert Burns Decision Win,Gilbert Burns Decision Win
Gilbert Melendez,145 lbs.,Josh Thomson,LOSS,U-DEC,5.0,5:00,Decision,Josh Thomson Decision Win,Gilbert Melendez Decision Win
Gilbert Yvel,225 lbs.,Josh Barnett,LOSS,KO/TKO,3.0,3:05,KO,Josh Barnett KO Win,Josh Barnett KO Win
Gillian Robertson,115 lbs.,Priscila Cachoeira,WIN,SUB,1.0,4:59,Submission,Gillian Robertson Submission Win,Gillian Robertson Submission Win
Gleison Tibau,155 lbs.,Terry Etim,WIN,U-DEC,3.0,5:00,Decision,Gleison Tibau Decision Win,Gleison Tibau Decision Win
Glover Teixeira,205 lbs.,Jon Jones,LOSS,U-DEC,5.0,5:00,Decision,Jon Jones Decision Win,Jon Jones Decision Win
Godofredo Pepey,145 lbs.,Mike de la Torre,WIN,SUB,1.0,3:03,Submission,Godofredo Pepey Submission Win,Mike de la Torre Decision Win
Gray Maynard,155 lbs.,Fernando Bruno,WIN,U-DEC,3.0,5:00,Decision,Gray Maynard Decision Win,Gray Maynard Decision Win
Greg Hardy,265 lbs.,Marcin Tybura,LOSS,KO/TKO,2.0,4:31,KO,Marcin Tybura KO Win,Greg Hardy KO Win
Guido Cannetti,135 lbs.,Kris Moutinho,WIN,KO/TKO,1.0,2:07,KO,Guido Cannetti KO Win,Guido Cannetti KO Win
Gunnar Nelson,170 lbs.,Leon Edwards,LOSS,S-DEC,3.0,5:00,Decision,Leon Edwards Decision Win,Leon Edwards Decision Win
Guy Mezger,200 lbs.,Chuck Liddell,LOSS,KO/TKO,2.0,2:21,KO,Chuck Liddell KO Win,Chuck Liddell KO Win
Hayato Sakurai,168 lbs.,Olaf Alfonso,WIN,KO/TKO,1.0,1:54,KO,Hayato Sakurai KO Win,Hayato Sakurai KO Win
Heath Herring,250 lbs.,Enson Inoue,WIN,KO/TKO,1.0,4:52,KO,Heath Herring KO Win,Enson Inoue Submission Win
Hector Lombard,185 lbs.,Johny Hendricks,LOSS,U-DEC,3.0,5:00,Decision,Johny Hendricks Decision Win,Johny Hendricks Decision Win
Henry Cejudo,135 lbs.,TJ Dillashaw,WIN,KO/TKO ,1.0,0:32,KO,Henry Cejudo KO Win,Henry Cejudo Decision Win
Hermes Franca,155 lbs.,Frankie Edgar,LOSS,U-DEC ,3.0,5:00,Decision,Frankie Edgar Decision Win,Frankie Edgar Decision Win
Hidehiko Yoshida,225 lbs.,Mirko Filipovic,LOSS,KO/TKO,1.0,7:38,KO,Mirko Filipovic KO Win,Mirko Filipovic KO Win
Hideo Tokoro,135 lbs.,Atsushi Yamamoto,WIN,S-DEC,2.0,5:00,Decision,Hideo Tokoro Decision Win,Hideo Tokoro Decision Win
Hiroyuki Takaya,139 lbs.,Robert Peralta,LOSS,S-DEC,3.0,5:00,Decision,Robert Peralta Decision Win,Robert Peralta Decision Win
Holly Holm,135 lbs.,Raquel Pennington,WIN,U-DEC,3.0,5:00,Decision,Holly Holm Decision Win,Raquel Pennington Decision Win
Igor Pokrajac,205 lbs.,Rafael Cavalcante,LOSS,KO/TKO,1.0,1:18,KO,Rafael Cavalcante KO Win,Rafael Cavalcante KO Win
Igor Vovchanchyn,205 lbs.,Daijiro Matsui,WIN,KO/TKO,1.0,5:03,KO,Igor Vovchanchyn KO Win,Igor Vovchanchyn KO Win
Ikuhisa Minowa,181 lbs.,Ryan Gracie,LOSS,S-DEC,2.0,5:00,Decision,Ryan Gracie Decision Win,Ryan Gracie KO Win
Ilir Latifi,230 lbs.,Volkan Oezdemir,LOSS,KO/TKO,2.0,4:31,KO,Volkan Oezdemir KO Win,Volkan Oezdemir Decision Win
Ion Cutelaba,205 lbs.,Ryan Spann,LOSS,SUB,1.0,2:22,Submission,Ryan Spann Submission Win,Ryan Spann KO Win
Irene Aldana,135 lbs.,Holly Holm,LOSS,U-DEC,5.0,5:00,Decision,Holly Holm Decision Win,Holly Holm Decision Win
Islam Makhachev,155 lbs.,Dan Hooker,WIN,SUB,1.0,2:25,Submission,Islam Makhachev Submission Win,Islam Makhachev Decision Win
Israel Adesanya,185 lbs.,Robert Whittaker,WIN,U-DEC,5.0,5:00,Decision,Israel Adesanya Decision Win,Israel Adesanya Decision Win
Iuri Alcantara,135 lbs.,Brian Kelleher,LOSS,SUB,1.0,1:48,Submission,Brian Kelleher Submission Win,Iuri Alcantara Decision Win
Ivan Menjivar,145 lbs.,Urijah Faber,LOSS,SUB,1.0,4:34,Submission,Urijah Faber Submission Win,Urijah Faber Decision Win
JJ Aldrich,125 lbs.,Gillian Robertson,WIN,U-DEC,3.0,5:00,Decision,JJ Aldrich Decision Win,JJ Aldrich Decision Win
Jacare Souza,185 lbs.,Yushin Okami,WIN,KO/TKO,1.0,2:47,KO,Jacare Souza KO Win,Yushin Okami Decision Win
Jack Hermansson,185 lbs.,Edmen Shahbazyan,WIN,U-DEC,3.0,5:00,Decision,Jack Hermansson Decision Win,Edmen Shahbazyan KO Win
Jacob Volkmann,155 lbs.,Paul Sass,LOSS,SUB,1.0,1:54,Submission,Paul Sass Submission Win,Paul Sass Submission Win
Jairzinho Rozenstruik,242 lbs.,Curtis Blaydes,LOSS,U-DEC,3.0,5:00,Decision,Curtis Blaydes Decision Win,Jairzinho Rozenstruik KO Win
Jake Collier,230 lbs.,Chase Sherman,WIN,SUB ,1.0,2:26,Submission,Jake Collier Submission Win,Jake Collier Decision Win
Jake Ellenberger,170 lbs.,Jake Shields,WIN,KO/TKO ,1.0,0:53,KO,Jake Ellenberger KO Win,Jake Shields Decision Win
Jake Matthews,170 lbs.,Diego Sanchez,WIN,U-DEC,3.0,5:00,Decision,Jake Matthews Decision Win,Jake Matthews Decision Win
Jake Shields,170 lbs.,Ed Herman,NC,Overturned,3.0,5:00,Submission,Ed Herman Submission Win,Jake Shields Decision Win
Jalin Turner,155 lbs.,Jamie Mullarkey,WIN,KO/TKO,2.0,0:46,KO,Jalin Turner KO Win,Jamie Mullarkey Decision Win
James Irvin,205 lbs.,Anderson Silva,LOSS,KO/TKO,1.0,1:01,KO,Anderson Silva KO Win,Anderson Silva KO Win
James Krause,170 lbs.,Warlley Alves,WIN,KO/TKO,2.0,2:28,KO,James Krause KO Win,James Krause Decision Win
James Te Huna,185 lbs.,Mauricio Rua,LOSS,KO/TKO,1.0,1:03,KO,Mauricio Rua KO Win,Mauricio Rua KO Win
James Terry,170 lbs.,Magno Almeida,WIN,KO/TKO,1.0,3:21,KO,James Terry KO Win,James Terry KO Win
James Thompson,265 lbs.,Kevin Ferguson,LOSS,KO/TKO,3.0,0:38,KO,Kevin Ferguson KO Win,James Thompson KO Win
James Vick,155 lbs.,Justin Gaethje,LOSS,KO/TKO,1.0,1:27,KO,Justin Gaethje KO Win,Justin Gaethje KO Win
Jamie Pickett,185 lbs.,Kyle Daukaus,LOSS,SUB,1.0,4:59,Submission,Kyle Daukaus Submission Win,Kyle Daukaus Decision Win
Jamie Varner,155 lbs.,Gleison Tibau,LOSS,S-DEC,3.0,5:00,Decision,Gleison Tibau Decision Win,Gleison Tibau Submission Win
Jan Blachowicz,205 lbs.,Israel Adesanya,WIN,U-DEC,5.0,5:00,Decision,Jan Blachowicz Decision Win,Israel Adesanya Decision Win
Jared Cannonier,185 lbs.,Kelvin Gastelum,WIN,U-DEC,5.0,5:00,Decision,Jared Cannonier Decision Win,Kelvin Gastelum Decision Win
Jared Gordon,155 lbs.,Grant Dawson,LOSS,SUB,3.0,4:11,Submission,Grant Dawson Submission Win,Grant Dawson Submission Win
Jason High,155 lbs.,James Head,WIN,SUB,1.0,1:41,Submission,Jason High Submission Win,Jason High Submission Win
Jason MacDonald,185 lbs.,John Salter,LOSS,KO/TKO,1.0,2:42,KO,John Salter KO Win,John Salter KO Win
Jason Miller,185 lbs.,Kazushi Sakuraba,WIN,SUB,1.0,2:09,Submission,Jason Miller Submission Win,Kazushi Sakuraba Decision Win
Jeff Curran,135 lbs.,Dustin Neace,WIN,SUB,1.0,1:39,Submission,Jeff Curran Submission Win,Jeff Curran Submission Win
Jeff Monson,247 lbs.,Sergei Kharitonov,WIN,SUB,1.0,1:42,Submission,Jeff Monson Submission Win,Sergei Kharitonov KO Win
Jennifer Maia,125 lbs.,Manon Fiorot,LOSS,U-DEC,3.0,5:00,Decision,Manon Fiorot Decision Win,Manon Fiorot Decision Win
Jens Pulver,145 lbs.,Leonard Garcia,LOSS,KO/TKO,1.0,1:12,KO,Leonard Garcia KO Win,Jens Pulver Decision Win
Jeremy Horn,185 lbs.,Chael Sonnen,WIN,SUB,2.0,1:17,Submission,Jeremy Horn Submission Win,Chael Sonnen Decision Win
Jeremy Stephens,145 lbs.,Charles Oliveira,LOSS,U-DEC,3.0,5:00,Decision,Charles Oliveira Decision Win,Charles Oliveira Submission Win
Jessica Andrade,115 lbs.,Raquel Pennington,WIN,S-DEC,3.0,5:00,Decision,Jessica Andrade Decision Win,Raquel Pennington Decision Win
Jessica Eye,125 lbs.,Cynthia Calvillo,LOSS,U-DEC,5.0,5:00,Decision,Cynthia Calvillo Decision Win,Cynthia Calvillo Decision Win
Jessica Penne,115 lbs.,Karolina Kowalkiewicz,WIN,SUB ,1.0,4:32,Submission,Jessica Penne Submission Win,Karolina Kowalkiewicz Decision Win
Jim Miller,155 lbs.,Erick Gonzalez,WIN,KO/TKO ,2.0,0:14,KO,Jim Miller KO Win,Jim Miller KO Win
Jimi Manuwa,205 lbs.,Jan Blachowicz,LOSS,U-DEC ,3.0,5:00,Decision,Jan Blachowicz Decision Win,Jan Blachowicz KO Win
Jimmie Rivera,135 lbs.,Petr Yan,LOSS,U-DEC,3.0,5:00,Decision,Petr Yan Decision Win,Jimmie Rivera Decision Win
Joachim Hansen,150 lbs.,Hiroyuki Takaya,LOSS,KO/TKO,1.0,4:27,KO,Hiroyuki Takaya KO Win,Hiroyuki Takaya Decision Win
Joanna Jedrzejczyk,115 lbs.,Valentina Shevchenko,LOSS,U-DEC,5.0,5:00,Decision,Valentina Shevchenko Decision Win,Joanna Jedrzejczyk Decision Win
Joanne Wood,125 lbs.,Lauren Murphy,LOSS,S-DEC,3.0,5:00,Decision,Lauren Murphy Decision Win,Joanne Wood Decision Win
Joe Doerksen,185 lbs.,Tom Lawlor,WIN,SUB,2.0,2:10,Submission,Joe Doerksen Submission Win,Tom Lawlor KO Win
Joe Lauzon,155 lbs.,Curt Warburton,WIN,SUB ,1.0,1:58,Submission,Joe Lauzon Submission Win,Curt Warburton Decision Win
Joe Riggs,185 lbs.,Ben Saunders,LOSS,SUB,1.0,0:57,Submission,Ben Saunders Submission Win,Joe Riggs KO Win
Joe Stevenson,145 lbs.,Jeremy Jackson,WIN,KO/TKO,1.0,1:27,KO,Joe Stevenson KO Win,Joe Stevenson Submission Win
Joey Beltran,185 lbs.,James Te Huna,LOSS,U-DEC ,3.0,5:00,Decision,James Te Huna Decision Win,James Te Huna Decision Win
John Alessio,155 lbs.,Andre Galvao,LOSS,SUB,1.0,7:34,Submission,Andre Galvao Submission Win,Andre Galvao Decision Win
John Dodson,135 lbs.,Jimmie Rivera,LOSS,U-DEC,3.0,5:00,Decision,Jimmie Rivera Decision Win,Jimmie Rivera Decision Win
John Howard,170 lbs.,Brian Ebersole,LOSS,S-DEC,3.0,5:00,Decision,Brian Ebersole Decision Win,Brian Ebersole Decision Win
John Lineker,135 lbs.,TJ Dillashaw,LOSS,U-DEC,3.0,5:00,Decision,TJ Dillashaw Decision Win,John Lineker KO Win
John Makdessi,155 lbs.,Jesus Pinedo,WIN,U-DEC,3.0,5:00,Decision,John Makdessi Decision Win,John Makdessi Decision Win
John Moraga,125 lbs.,Ashkan Mokhtarian,WIN,U-DEC,3.0,5:00,Decision,John Moraga Decision Win,John Moraga Decision Win
Johnny Walker,205 lbs.,Jamahal Hill,LOSS,KO/TKO,1.0,2:55,KO,Jamahal Hill KO Win,Jamahal Hill KO Win
Johny Hendricks,185 lbs.,Amir Sadollah,WIN,KO/TKO,1.0,0:29,KO,Johny Hendricks KO Win,Johny Hendricks Decision Win
Jon Fitch,170 lbs.,BJ Penn,DRAW,M-DEC,3.0,5:00,Decision,BJ Penn Decision Win,Jon Fitch Decision Win
Jon Jones,205 lbs.,Jake O'Brien,WIN,SUB,2.0,2:43,Submission,Jon Jones Submission Win,Jon Jones Submission Win
Jonathan Martinez,135 lbs.,Vince Morales,WIN,U-DEC,3.0,5:00,Decision,Jonathan Martinez Decision Win,Jonathan Martinez Decision Win
Jordan Mein,170 lbs.,Belal Muhammad,LOSS,U-DEC,3.0,5:00,Decision,Belal Muhammad Decision Win,Belal Muhammad Decision Win
Jorge Gurgel,155 lbs.,Billy Vaughan,WIN,SUB,1.0,0:44,Submission,Jorge Gurgel Submission Win,Jorge Gurgel Submission Win
Jorge Masvidal,170 lbs.,KJ Noons,WIN,U-DEC,3.0,5:00,Decision,Jorge Masvidal Decision Win,KJ Noons Decision Win
Jorge Rivera,185 lbs.,Nate Quarry,WIN,KO/TKO,2.0,0:29,KO,Jorge Rivera KO Win,Nate Quarry KO Win
Jose Aldo,135 lbs.,Chris Mickle,WIN,KO/TKO,1.0,1:39,KO,Jose Aldo KO Win,Jose Aldo KO Win
Joseph Benavidez,125 lbs.,Jussier Formiga,WIN,KO/TKO,1.0,3:07,KO,Joseph Benavidez KO Win,Joseph Benavidez Decision Win
Josh Barnett,250 lbs.,Hidehiko Yoshida,WIN,SUB,3.0,3:23,Submission,Josh Barnett Submission Win,Hidehiko Yoshida Submission Win
Josh Emmett,145 lbs.,Dan Ige,WIN,U-DEC,3.0,5:00,Decision,Josh Emmett Decision Win,Josh Emmett Decision Win
Josh Koscheck,170 lbs.,Chris Lytle,WIN,U-DEC,3.0,5:00,Decision,Josh Koscheck Decision Win,Josh Koscheck Decision Win
Josh Neer,170 lbs.,Duane Ludwig,WIN,SUB,1.0,3:04,Submission,Josh Neer Submission Win,Duane Ludwig Decision Win
Josh Thomson,155 lbs.,Hermes Franca,WIN,M-DEC,3.0,5:00,Decision,Josh Thomson Decision Win,Josh Thomson Decision Win
Joshua Burkman,170 lbs.,Zak Ottow,LOSS,S-DEC,3.0,5:00,Decision,Zak Ottow Decision Win,Zak Ottow Decision Win
Julian Erosa,145 lbs.,Steven Peterson,WIN,S-DEC ,3.0,5:00,Decision,Julian Erosa Decision Win,Julian Erosa Decision Win
Julianna Pena,135 lbs.,Sara McMann,WIN,SUB,3.0,3:39,Submission,Julianna Pena Submission Win,Sara McMann Decision Win
Julio Arce,135 lbs.,Song Yadong,LOSS,KO/TKO,2.0,1:35,KO,Song Yadong KO Win,Song Yadong Decision Win
Junior Dos Santos,238 lbs.,Mirko Filipovic,WIN,KO/TKO,3.0,2:00,KO,Junior Dos Santos KO Win,Mirko Filipovic KO Win
Jussier Formiga,125 lbs.,Deiveson Figueiredo,WIN,U-DEC,3.0,5:00,Decision,Jussier Formiga Decision Win,Deiveson Figueiredo KO Win
Justin Gaethje,155 lbs.,Michael Chandler,WIN,U-DEC ,3.0,5:00,Decision,Justin Gaethje Decision Win,Justin Gaethje KO Win
KJ Noons,155 lbs.,Ryan Couture,LOSS,S-DEC,3.0,5:00,Decision,Ryan Couture Decision Win,Ryan Couture Decision Win
Kai Kara-France,125 lbs.,Cody Garbrandt,WIN,KO/TKO ,1.0,3:21,KO,Kai Kara-France KO Win,Kai Kara-France Decision Win
Kamaru Usman,170 lbs.,Jorge Masvidal,WIN,KO/TKO ,2.0,1:02,KO,Kamaru Usman KO Win,Kamaru Usman Decision Win
Karl Roberson,205 lbs.,Brendan Allen,LOSS,SUB,1.0,4:55,Submission,Brendan Allen Submission Win,Brendan Allen Submission Win
Karo Parisyan,170 lbs.,Thiago Alves,LOSS,KO/TKO,2.0,0:24,KO,Thiago Alves KO Win,Karo Parisyan Decision Win
Karolina Kowalkiewicz,115 lbs.,Yan Xiaonan,LOSS,U-DEC,3.0,5:00,Decision,Yan Xiaonan Decision Win,Yan Xiaonan Decision Win
Katlyn Chookagian,125 lbs.,Viviane Araujo,WIN,U-DEC,3.0,5:00,Decision,Katlyn Chookagian Decision Win,Katlyn Chookagian Decision Win
Katsunori Kikuno,145 lbs.,Sam Sicilia,WIN,SUB,2.0,1:38,Submission,Katsunori Kikuno Submission Win,Sam Sicilia KO Win
Kazuhiro Nakamura,205 lbs.,Murilo Bustamante,WIN,U-DEC,3.0,5:00,Decision,Kazuhiro Nakamura Decision Win,Kazuhiro Nakamura Decision Win
Kazuo Misaki,183 lbs.,Joe Riggs,WIN,KO/TKO,2.0,2:29,KO,Kazuo Misaki KO Win,Kazuo Misaki Decision Win
Kazushi Sakuraba,185 lbs.,Ralek Gracie,LOSS,U-DEC,3.0,5:00,Decision,Ralek Gracie Decision Win,Ralek Gracie Decision Win
Kazuyuki Fujita,235 lbs.,Wanderlei Silva,LOSS,KO/TKO,1.0,9:21,KO,Wanderlei Silva KO Win,Wanderlei Silva KO Win
Keita Nakamura,170 lbs.,Anthony Rocco Martin,LOSS,U-DEC,3.0,5:00,Decision,Anthony Rocco Martin Decision Win,Anthony Rocco Martin Decision Win
Keith Jardine,185 lbs.,Matt Hamill,LOSS,M-DEC ,3.0,5:00,Decision,Matt Hamill Decision Win,Matt Hamill KO Win
Kelvin Gastelum,185 lbs.,Tyron Woodley,LOSS,S-DEC,3.0,5:00,Decision,Tyron Woodley Decision Win,Tyron Woodley Decision Win
Ken Shamrock,205 lbs.,Rich Franklin,LOSS,KO/TKO,1.0,2:42,KO,Rich Franklin KO Win,Rich Franklin KO Win
Kendall Grove,185 lbs.,Goran Reljic,WIN,S-DEC,3.0,5:00,Decision,Kendall Grove Decision Win,Kendall Grove Decision Win
Kennedy Nzechukwu,205 lbs.,Nicolae Negumereanu,LOSS,S-DEC,3.0,5:00,Decision,Nicolae Negumereanu Decision Win,Kennedy Nzechukwu KO Win
Kenny Florian,145 lbs.,Joe Stevenson,WIN,SUB,1.0,4:03,Submission,Kenny Florian Submission Win,Kenny Florian Submission Win
Ketlen Vieira,135 lbs.,Miesha Tate,WIN,U-DEC,5.0,5:00,Decision,Ketlen Vieira Decision Win,Ketlen Vieira Decision Win
Kevin Holland,170 lbs.,Tim Means,WIN,SUB ,2.0,1:28,Submission,Kevin Holland Submission Win,Kevin Holland Decision Win
Kevin Lee,170 lbs.,Tony Ferguson,LOSS,SUB,3.0,4:02,Submission,Tony Ferguson Submission Win,Tony Ferguson Submission Win
Kevin Randleman,205 lbs.,Kazuhiro Nakamura,LOSS,U-DEC,3.0,5:00,Decision,Kazuhiro Nakamura Decision Win,Kevin Randleman Decision Win
Khabib Nurmagomedov,155 lbs.,Conor McGregor,WIN,SUB,4.0,3:03,Submission,Khabib Nurmagomedov Submission Win,Conor McGregor KO Win
Khalil Rountree Jr.,205 lbs.,Modestas Bukauskas,WIN,KO/TKO,2.0,2:30,KO,Khalil Rountree Jr. KO Win,Khalil Rountree Jr. KO Win
Kiyoshi Tamura,185 lbs.,Ikuhisa Minowa,WIN,KO/TKO,1.0,1:18,KO,Kiyoshi Tamura KO Win,Ikuhisa Minowa Submission Win
Krzysztof Jotko,185 lbs.,Sean Strickland,LOSS,U-DEC,3.0,5:00,Decision,Sean Strickland Decision Win,Krzysztof Jotko Decision Win
Krzysztof Soszynski,205 lbs.,Goran Reljic,WIN,U-DEC,3.0,5:00,Decision,Krzysztof Soszynski Decision Win,Krzysztof Soszynski Decision Win
Kurt Pellegrino,155 lbs.,Fabricio Camoes,WIN,SUB ,2.0,4:20,Submission,Kurt Pellegrino Submission Win,Kurt Pellegrino Submission Win
Kyle Noke,170 lbs.,Alex Morono,LOSS,S-DEC,3.0,5:00,Decision,Alex Morono Decision Win,Alex Morono Decision Win
Kyung Ho Kang,135 lbs.,Pingyuan Liu,WIN,S-DEC,3.0,5:00,Decision,Kyung Ho Kang Decision Win,Pingyuan Liu Decision Win
Lando Vannata,155 lbs.,Mike Grundy,WIN,S-DEC,3.0,5:00,Decision,Lando Vannata Decision Win,Lando Vannata Decision Win
Lauren Murphy,125 lbs.,Joanne Wood,WIN,S-DEC,3.0,5:00,Decision,Lauren Murphy Decision Win,Joanne Wood Decision Win
Leon Edwards,170 lbs.,Belal Muhammad,NC,CNC,2.0,0:18,Submission,Belal Muhammad Submission Win,Leon Edwards Decision Win
Leonard Garcia,145 lbs.,Nam Phan,LOSS,U-DEC ,3.0,5:00,Decision,Nam Phan Decision Win,Leonard Garcia Decision Win
Leonardo Santos,155 lbs.,Grant Dawson,LOSS,KO/TKO,3.0,4:59,KO,Grant Dawson KO Win,Grant Dawson Submission Win
Li Jingliang,170 lbs.,Santiago Ponzinibbio,WIN,KO/TKO ,1.0,4:25,KO,Li Jingliang KO Win,Li Jingliang KO Win
Lina Lansberg,135 lbs.,Pannie Kianzad,LOSS,U-DEC,3.0,5:00,Decision,Pannie Kianzad Decision Win,Pannie Kianzad Decision Win
Liz Carmouche,125 lbs.,Alexis Davis,LOSS,S-DEC,3.0,5:00,Decision,Alexis Davis Decision Win,Alexis Davis Decision Win
Lorenz Larkin,170 lbs.,Santiago Ponzinibbio,WIN,KO/TKO ,2.0,3:07,KO,Lorenz Larkin KO Win,Santiago Ponzinibbio Decision Win
Louis Smolka,135 lbs.,Casey Kenney,LOSS,SUB,1.0,3:03,Submission,Casey Kenney Submission Win,Casey Kenney Decision Win
Luke Rockhold,185 lbs.,David Branch,WIN,KO/TKO,2.0,4:05,KO,Luke Rockhold KO Win,Luke Rockhold KO Win
Lyoto Machida,185 lbs.,Sam Greco,WIN,S-DEC,3.0,5:00,Decision,Lyoto Machida Decision Win,Lyoto Machida Decision Win
Mac Danzig,155 lbs.,Efrain Escudero,WIN,U-DEC,3.0,5:00,Decision,Mac Danzig Decision Win,Efrain Escudero Decision Win
Mackenzie Dern,115 lbs.,Marina Rodriguez,LOSS,U-DEC ,5.0,5:00,Decision,Marina Rodriguez Decision Win,Marina Rodriguez Decision Win
Magomed Ankalaev,205 lbs.,Thiago Santos,WIN,U-DEC,5.0,5:00,Decision,Magomed Ankalaev Decision Win,Magomed Ankalaev KO Win
Makwan Amirkhani,145 lbs.,Lerone Murphy,LOSS,KO/TKO,2.0,0:14,KO,Lerone Murphy KO Win,Lerone Murphy Decision Win
Manvel Gamburyan,135 lbs.,Cody Gibson,WIN,SUB,2.0,4:56,Submission,Manvel Gamburyan Submission Win,Manvel Gamburyan Decision Win
Marc Diakiese,155 lbs.,Viacheslav Borshchev,WIN,U-DEC,3.0,5:00,Decision,Marc Diakiese Decision Win,Marc Diakiese Decision Win
Marc-Andre Barriault,185 lbs.,Jordan Wright,WIN,SUB,1.0,2:36,Submission,Marc-Andre Barriault Submission Win,Marc-Andre Barriault KO Win
Marcin Tybura,249 lbs.,Walt Harris,WIN,KO/TKO ,1.0,4:06,KO,Marcin Tybura KO Win,Marcin Tybura Decision Win
Marcos Rogerio de Lima,253 lbs.,Maurice Greene,WIN,U-DEC,3.0,5:00,Decision,Marcos Rogerio de Lima Decision Win,Maurice Greene Submission Win
Marcus Aurelio,155 lbs.,Hermes Franca,LOSS,U-DEC,3.0,5:00,Decision,Hermes Franca Decision Win,Hermes Franca Decision Win
Marcus Davis,170 lbs.,Ben Saunders,LOSS,KO/TKO,1.0,3:24,KO,Ben Saunders KO Win,Marcus Davis KO Win
